sessao	canal	hz	escala_cabecalho	fator	offset	r	resid_max	n
P.Piquet000000	Speed	50	10.0	0.1	-1.327e-07	1.00000	1.25e-05	32050
P.Piquet000000	RPM	50	1.0	1	-8.456e-13	1.00000	3.64e-12	32050
P.Piquet000000	Throttle Position	25	0.0	0.1	-2.1951e-09	1.00000	3.06e-06	16025
P.Piquet000000	QmDistance	50	0.0	0.01	-6.8488e-06	1.00000	0.000951	31792
P.Piquet000000	Acc Long	50	0.0	-0.0258478	12.955	-0.99998	0.0165	32050
P.Piquet000000	Acc Lat	50	0.0	-0.0262118	12.454	-0.99999	0.0357	32050
P.Piquet000000	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.73e-06	32050
P.Piquet000000	Brake Press R	50	0.0	0.199645	-41.127	1.00000	0.2	32050
P.Piquet000000	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.96e-06	63459
P.Piquet000000	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.74e-07	63459
P.Piquet000000	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.76e-07	63459
P.Piquet000000	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.73e-07	63459
P.Piquet000000	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	4.25e-07	63459
P.Piquet000000	Lap Number	1	1.0	1	1.301e-16	1.00000	2.22e-16	641
P.Piquet000000	Running Lap Time	1	0.0	0.001	-2.7663e-07	1.00000	4.06e-06	641
P.Piquet000000	Beacon Code	50	1.0	1	2.9875e-13	1.00000	3.49e-10	32050
P.Piquet000000	Water Temp	10	0.0	0.1	7.9569e-07	1.00000	3.74e-06	6410
P.Piquet000000	Oil Pressure	1	0.0	const				641
P.Piquet000000	Battery Voltage	20	0.1	0.1	0.00018026	1.00000	5.34e-05	12820
P.Piquet000000	Lambda	20	2048.0	2048	1.3078e-09	1.00000	6.52e-09	12820
P.Piquet000000	Fuel Pressure	50	0.0	const				32050
P.Piquet000000	Speed ECU	20	1.0	const				12820
P.Piquet000000	WS_FL	50	10.0	0.1	-1.1927e-07	1.00000	1.25e-05	32050
P.Piquet000000	WS_FR	50	10.0	0.1	-1.0818e-07	1.00000	6.32e-06	32050
P.Piquet000001	Speed	50	10.0	0.1	-3.7789e-08	1.00000	1.24e-05	24350
P.Piquet000001	RPM	50	1.0	1	7.2028e-13	1.00000	4.55e-12	24350
P.Piquet000001	Throttle Position	25	0.0	0.1	3.2413e-09	1.00000	3.06e-06	12175
P.Piquet000001	QmDistance	50	0.0	0.01	-1.3026e-06	1.00000	0.00094	24041
P.Piquet000001	Acc Long	50	0.0	-0.0258572	12.958	-0.99997	0.0166	24350
P.Piquet000001	Acc Lat	50	0.0	-0.0261928	12.446	-0.99998	0.0338	24350
P.Piquet000001	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.54e-06	24350
P.Piquet000001	Brake Press R	50	0.0	0.199645	-41.127	1.00000	1.99e-06	24350
P.Piquet000001	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.92e-06	48213
P.Piquet000001	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.73e-07	48213
P.Piquet000001	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.8e-07	48213
P.Piquet000001	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.78e-07	48213
P.Piquet000001	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	3.54e-07	48213
P.Piquet000001	Lap Number	1	1.0	1	-6.212e-16	1.00000	8.88e-16	487
P.Piquet000001	Running Lap Time	1	0.0	0.001	-2.7824e-07	1.00000	3e-06	487
P.Piquet000001	Beacon Code	50	1.0	1	3.1221e-12	1.00000	1.09e-10	24350
P.Piquet000001	Water Temp	10	0.0	0.1	1.6548e-06	1.00000	4.19e-06	4870
P.Piquet000001	Oil Pressure	1	0.0	const				487
P.Piquet000001	Battery Voltage	20	0.1	0.1	-0.00013982	1.00000	5.07e-05	9740
P.Piquet000001	Lambda	20	2048.0	2048	-4.0934e-10	1.00000	4.66e-10	9740
P.Piquet000001	Fuel Pressure	50	0.0	const				24350
P.Piquet000001	Speed ECU	20	1.0	const				9740
P.Piquet000001	WS_FL	50	10.0	0.1	-1.0379e-07	1.00000	1.24e-05	24350
P.Piquet000001	WS_FR	50	10.0	0.1	-5.4502e-08	1.00000	1.2e-05	24350
P.Piquet000974	Speed	50	10.0	const				22200
P.Piquet000974	RPM	50	1.0	1	-4.0842e-13	1.00000	1.59e-12	22200
P.Piquet000974	Throttle Position	25	0.0	0.1	-7.9333e-08	1.00000	3.05e-07	11100
P.Piquet000974	QmDistance	50	0.0	const				0
P.Piquet000974	Acc Long	50	0.0	-0.025641	12.846	-1.00000	1.78e-14	22200
P.Piquet000974	Acc Lat	50	0.0	-0.0263158	12.5	-1.00000	3.67e-09	22200
P.Piquet000974	Brake Press F	50	0.0	const				22200
P.Piquet000974	Brake Press R	50	0.0	0.199645	-41.127	1.00000	3.69e-13	22200
P.Piquet000974	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.58e-07	43956
P.Piquet000974	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	1.95e-07	43956
P.Piquet000974	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	6.8e-08	43956
P.Piquet000974	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	6.25e-07	43956
P.Piquet000974	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	4.89e-07	43956
P.Piquet000974	Lap Number	1	1.0	const				444
P.Piquet000974	Running Lap Time	1	0.0	0.001	-4.7457e-06	1.00000	9.38e-06	444
P.Piquet000974	Beacon Code	50	1.0	1	3.2684e-10	1.00000	4.87e-10	22200
P.Piquet000974	Water Temp	10	0.0	0.1	6.9678e-08	1.00000	1.64e-06	4440
P.Piquet000974	Oil Pressure	1	0.0	const				444
P.Piquet000974	Battery Voltage	20	0.1	0.1	-9.8095e-06	1.00000	4.92e-05	8880
P.Piquet000974	Lambda	20	2048.0	2048	-4.6213e-09	1.00000	1.86e-09	8880
P.Piquet000974	Fuel Pressure	50	0.0	const				22200
P.Piquet000974	Speed ECU	20	1.0	const				8880
P.Piquet000974	WS_FL	50	10.0	const				22200
P.Piquet000974	WS_FR	50	10.0	const				22200
P.Piquet000975	Speed	50	10.0	const				7550
P.Piquet000975	RPM	50	1.0	1	1.5384e-13	1.00000	4.55e-12	7550
P.Piquet000975	Throttle Position	25	0.0	0.1	1.0919e-08	1.00000	5.42e-07	3775
P.Piquet000975	QmDistance	50	0.0	const				0
P.Piquet000975	Acc Long	50	0.0	-0.025641	12.846	-1.00000	1.12e-13	7550
P.Piquet000975	Acc Lat	50	0.0	-0.0263158	12.5	-1.00000	1.3e-13	7550
P.Piquet000975	Brake Press F	50	0.0	const				7550
P.Piquet000975	Brake Press R	50	0.0	0.199645	-41.127	1.00000	2.91e-13	7550
P.Piquet000975	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	3.55e-14	14949
P.Piquet000975	Damper FL	100	-0.04887585532746823	-0.0488758	5.132	-1.00000	3.55e-15	14949
P.Piquet000975	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	6.47e-08	14949
P.Piquet000975	Damper RL	100	-0.04887585532746823	-0.0488758	9.5308	-1.00000	1.23e-07	14949
P.Piquet000975	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	2.91e-07	14949
P.Piquet000975	Lap Number	1	1.0	const				151
P.Piquet000975	Running Lap Time	1	0.0	0.001	8.4618e-07	1.00000	4.48e-06	151
P.Piquet000975	Beacon Code	50	1.0	1	5.9098e-11	1.00000	2.04e-10	7550
P.Piquet000975	Water Temp	10	0.0	0.1	-1.8114e-06	1.00000	3.35e-06	1510
P.Piquet000975	Oil Pressure	1	0.0	const				151
P.Piquet000975	Battery Voltage	20	0.1	0.1	-0.0053551	1.00000	6.67e-05	3020
P.Piquet000975	Lambda	20	2048.0	2048	-1.0591e-09	1.00000	9.31e-10	3020
P.Piquet000975	Fuel Pressure	50	0.0	const				7550
P.Piquet000975	Speed ECU	20	1.0	const				3020
P.Piquet000975	WS_FL	50	10.0	const				7550
P.Piquet000975	WS_FR	50	10.0	const				7550
P.Piquet000976	Speed	50	10.0	0.1	-2.2023e-08	1.00000	6.29e-06	7400
P.Piquet000976	RPM	50	1.0	1	-4.889e-13	1.00000	9.09e-13	7400
P.Piquet000976	Throttle Position	25	0.0	0.1	7.0107e-09	1.00000	3.12e-06	3700
P.Piquet000976	QmDistance	50	0.0	0.01	-1.1251e-07	1.00000	0.000118	6921
P.Piquet000976	Acc Long	50	0.0	-0.025992	13.024	-0.99997	0.0125	7400
P.Piquet000976	Acc Lat	50	0.0	-0.0262086	12.45	-0.99999	0.0171	7400
P.Piquet000976	Brake Press F	50	0.0	0.199645	-41.327	1.00000	5.19e-07	7400
P.Piquet000976	Brake Press R	50	0.0	0.199643	-41.126	1.00000	0.2	7400
P.Piquet000976	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	2.09e-06	14652
P.Piquet000976	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	2.39e-07	14652
P.Piquet000976	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	2.37e-07	14652
P.Piquet000976	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	2.35e-07	14652
P.Piquet000976	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	2.42e-07	14652
P.Piquet000976	Lap Number	1	1.0	const				148
P.Piquet000976	Running Lap Time	1	0.0	0.001	-7.3548e-07	1.00000	2.18e-06	148
P.Piquet000976	Beacon Code	50	1.0	const				7400
P.Piquet000976	Water Temp	10	0.0	0.1	-1.7043e-06	1.00000	1.91e-06	1480
P.Piquet000976	Oil Pressure	1	0.0	const				148
P.Piquet000976	Battery Voltage	20	0.1	0.1	-6.9323e-05	1.00000	5.03e-05	2960
P.Piquet000976	Lambda	20	2048.0	2048	-8.1719e-10	1.00000	4.66e-10	2960
P.Piquet000976	Fuel Pressure	50	0.0	const				7400
P.Piquet000976	Speed ECU	20	1.0	const				2960
P.Piquet000976	WS_FL	50	10.0	0.1	-3.3178e-08	1.00000	6.21e-06	7400
P.Piquet000976	WS_FR	50	10.0	0.1	-5.6966e-08	1.00000	6.24e-06	7400
P.Piquet000977	Speed	50	10.0	0.1	-8.7519e-08	1.00000	1.21e-05	27600
P.Piquet000977	RPM	50	1.0	1	5.8979e-14	1.00000	5.9e-14	27600
P.Piquet000977	Throttle Position	25	0.0	0.1	2.7096e-09	1.00000	3.05e-06	13800
P.Piquet000977	QmDistance	50	0.0	0.01	1.7673e-06	1.00000	0.000943	27370
P.Piquet000977	Acc Long	50	0.0	-0.0258256	12.944	-0.99998	0.0145	27600
P.Piquet000977	Acc Lat	50	0.0	-0.0261951	12.447	-0.99998	0.0328	27600
P.Piquet000977	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.43e-06	27600
P.Piquet000977	Brake Press R	50	0.0	0.199645	-41.127	1.00000	1.96e-06	27600
P.Piquet000977	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.97e-06	54648
P.Piquet000977	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.73e-07	54648
P.Piquet000977	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.8e-07	54648
P.Piquet000977	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.78e-07	54648
P.Piquet000977	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	4.83e-07	54648
P.Piquet000977	Lap Number	1	1.0	1	-7.9888e-16	1.00000	2.66e-15	552
P.Piquet000977	Running Lap Time	1	0.0	0.001	-3.7134e-07	1.00000	4.65e-06	552
P.Piquet000977	Beacon Code	50	1.0	1	2.9235e-12	1.00000	2.98e-10	27600
P.Piquet000977	Water Temp	10	0.0	0.1	-1.6857e-06	1.00000	3.34e-06	5520
P.Piquet000977	Oil Pressure	1	0.0	const				552
P.Piquet000977	Battery Voltage	20	0.1	0.1	-0.00025607	1.00000	5.56e-05	11040
P.Piquet000977	Lambda	20	2048.0	2048	-5.5027e-10	1.00000	3.73e-09	11040
P.Piquet000977	Fuel Pressure	50	0.0	const				27600
P.Piquet000977	Speed ECU	20	1.0	const				11040
P.Piquet000977	WS_FL	50	10.0	0.1	-1.3504e-07	1.00000	1.2e-05	27600
P.Piquet000977	WS_FR	50	10.0	0.1	9.1908e-09	1.00000	6.2e-06	27600
P.Piquet000978	Speed	50	10.0	0.1	-2.7189e-08	1.00000	6.38e-06	6350
P.Piquet000978	RPM	50	1.0	1	-9.3575e-13	1.00000	9.36e-13	6350
P.Piquet000978	Throttle Position	25	0.0	0.1	1.4289e-08	1.00000	3.09e-06	3175
P.Piquet000978	QmDistance	50	0.0	0.01	-2.4694e-07	1.00000	0.000118	6097
P.Piquet000978	Acc Long	50	0.0	-0.0258708	12.964	-0.99997	0.013	6350
P.Piquet000978	Acc Lat	50	0.0	-0.0261782	12.437	-0.99998	0.0267	6350
P.Piquet000978	Brake Press F	50	0.0	0.199645	-41.327	1.00000	9.95e-07	6350
P.Piquet000978	Brake Press R	50	0.0	0.199645	-41.127	1.00000	8.11e-07	6350
P.Piquet000978	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.99e-06	12573
P.Piquet000978	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	2.37e-07	12573
P.Piquet000978	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	2.37e-07	12573
P.Piquet000978	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	2.37e-07	12573
P.Piquet000978	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	3.3e-07	12573
P.Piquet000978	Lap Number	1	1.0	const				127
P.Piquet000978	Running Lap Time	1	0.0	0.001	-9.3415e-07	1.00000	2.26e-06	127
P.Piquet000978	Beacon Code	50	1.0	const				6350
P.Piquet000978	Water Temp	10	0.0	0.1	-5.3199e-06	1.00000	3.81e-06	1270
P.Piquet000978	Oil Pressure	1	0.0	const				127
P.Piquet000978	Battery Voltage	20	0.1	0.1	-0.00048052	1.00000	5.88e-05	2540
P.Piquet000978	Lambda	20	2048.0	2048	-6.4096e-11	1.00000	2.79e-09	2540
P.Piquet000978	Fuel Pressure	50	0.0	const				6350
P.Piquet000978	Speed ECU	20	1.0	const				2540
P.Piquet000978	WS_FL	50	10.0	0.1	-1.0353e-08	1.00000	6.35e-06	6350
P.Piquet000978	WS_FR	50	10.0	0.1	-6.2483e-08	1.00000	6.26e-06	6350
P.Piquet000979	Speed	50	10.0	0.1	-7.8147e-08	1.00000	1.24e-05	27900
P.Piquet000979	RPM	50	1.0	1	-1.1078e-12	1.00000	1.14e-12	27900
P.Piquet000979	Throttle Position	25	0.0	0.1	-7.2507e-09	1.00000	3.06e-06	13950
P.Piquet000979	QmDistance	50	0.0	0.01	1.2077e-06	1.00000	0.00095	27598
P.Piquet000979	Acc Long	50	0.0	-0.0258477	12.955	-0.99998	0.0186	27900
P.Piquet000979	Acc Lat	50	0.0	-0.0262074	12.452	-0.99998	0.034	27900
P.Piquet000979	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.5e-06	27900
P.Piquet000979	Brake Press R	50	0.0	0.199645	-41.127	1.00000	0.998	27900
P.Piquet000979	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.88e-06	55242
P.Piquet000979	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.77e-07	55242
P.Piquet000979	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.77e-07	55242
P.Piquet000979	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.72e-07	55242
P.Piquet000979	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	4.89e-07	55242
P.Piquet000979	Lap Number	1	1.0	1	-3.477e-16	1.00000	2.66e-15	558
P.Piquet000979	Running Lap Time	1	0.0	0.001	7.9511e-07	1.00000	4.23e-06	558
P.Piquet000979	Beacon Code	50	1.0	1	9.0693e-12	1.00000	7.28e-11	27900
P.Piquet000979	Water Temp	10	0.0	0.1	-2.6216e-06	1.00000	3.44e-06	5580
P.Piquet000979	Oil Pressure	1	0.0	const				558
P.Piquet000979	Battery Voltage	20	0.1	0.1	9.3259e-05	1.00000	5.19e-05	11160
P.Piquet000979	Lambda	20	2048.0	2048	-7.9076e-10	1.00000	2.79e-09	11160
P.Piquet000979	Fuel Pressure	50	0.0	const				27900
P.Piquet000979	Speed ECU	20	1.0	const				11160
P.Piquet000979	WS_FL	50	10.0	0.1	-1.5622e-07	1.00000	1.25e-05	27900
P.Piquet000979	WS_FR	50	10.0	0.1	-8.2364e-08	1.00000	1.23e-05	27900
P.Piquet000980	Speed	50	10.0	0.1	-5.7656e-08	1.00000	1.23e-05	24050
P.Piquet000980	RPM	50	1.0	1	-1.9599e-13	1.00000	3.64e-12	24050
P.Piquet000980	Throttle Position	25	0.0	0.1	3.5419e-08	1.00000	3.07e-06	12025
P.Piquet000980	QmDistance	50	0.0	0.01	2.5134e-06	1.00000	0.000944	23827
P.Piquet000980	Acc Long	50	0.0	-0.0258569	12.96	-0.99998	0.0175	24050
P.Piquet000980	Acc Lat	50	0.0	-0.0261991	12.449	-0.99998	0.033	24050
P.Piquet000980	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.74e-06	24050
P.Piquet000980	Brake Press R	50	0.0	0.199645	-41.127	1.00000	1.93e-06	24050
P.Piquet000980	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	2.05e-06	47619
P.Piquet000980	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.72e-07	47619
P.Piquet000980	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.79e-07	47619
P.Piquet000980	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.78e-07	47619
P.Piquet000980	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	3.82e-07	47619
P.Piquet000980	Lap Number	1	1.0	1	-8.2527e-17	1.00000	1.11e-16	481
P.Piquet000980	Running Lap Time	1	0.0	0.001	-6.3575e-07	1.00000	4.62e-06	481
P.Piquet000980	Beacon Code	50	1.0	1	2.8564e-11	1.00000	5.53e-10	24050
P.Piquet000980	Water Temp	10	0.0	0.1	2.0203e-06	1.00000	3.7e-06	4810
P.Piquet000980	Oil Pressure	1	0.0	const				481
P.Piquet000980	Battery Voltage	20	0.1	0.1	0.00046822	1.00000	6.23e-05	9620
P.Piquet000980	Lambda	20	2048.0	2048	2.6846e-10	1.00000	4.66e-10	9620
P.Piquet000980	Fuel Pressure	50	0.0	const				24050
P.Piquet000980	Speed ECU	20	1.0	const				9620
P.Piquet000980	WS_FL	50	10.0	0.1	-7.6809e-08	1.00000	1.23e-05	24050
P.Piquet000980	WS_FR	50	10.0	0.1	-4.3041e-08	1.00000	6.27e-06	24050
P.Piquet000981	Speed	50	10.0	0.1	-2.8844e-09	1.00000	1.21e-05	34050
P.Piquet000981	RPM	50	1.0	1	-3.1041e-13	1.00000	9.09e-13	34050
P.Piquet000981	Throttle Position	25	0.0	0.1	1.7787e-08	1.00000	3.06e-06	17025
P.Piquet000981	QmDistance	50	0.0	0.01	-2.1781e-06	1.00000	0.000939	28273
P.Piquet000981	Acc Long	50	0.0	-0.025974	13.017	-0.99997	0.024	34050
P.Piquet000981	Acc Lat	50	0.0	-0.0262313	12.462	-0.99999	0.0312	34050
P.Piquet000981	Brake Press F	50	0.0	0.199645	-41.327	1.00000	3.31e-06	34050
P.Piquet000981	Brake Press R	50	0.0	0.199645	-41.127	1.00000	1.93e-06	34050
P.Piquet000981	Steering	100	0.09775171065493646	0.0977517	-40.469	1.00000	1.88e-06	67419
P.Piquet000981	Damper FL	100	-0.04887585532746823	-0.0488759	5.132	-1.00000	4.78e-07	67419
P.Piquet000981	Damper FR	100	-0.04887585532746823	-0.0488759	3.9101	-1.00000	4.77e-07	67419
P.Piquet000981	Damper RL	100	-0.04887585532746823	-0.0488759	9.5308	-1.00000	4.67e-07	67419
P.Piquet000981	Damper RR	100	-0.04887585532746823	-0.0488759	11.095	-1.00000	4.84e-07	67419
P.Piquet000981	Lap Number	1	1.0	1	-3.5859e-16	1.00000	8.88e-16	681
P.Piquet000981	Running Lap Time	1	0.0	0.001	1.3334e-06	1.00000	6.31e-06	681
P.Piquet000981	Beacon Code	50	1.0	1	-5.515e-12	1.00000	3.57e-10	34050
P.Piquet000981	Water Temp	10	0.0	0.1	4.9191e-07	1.00000	3.21e-06	6810
P.Piquet000981	Oil Pressure	1	0.0	const				681
P.Piquet000981	Battery Voltage	20	0.1	0.1	8.6789e-05	1.00000	5.24e-05	13620
P.Piquet000981	Lambda	20	2048.0	2048	6.9551e-10	1.00000	4.66e-09	13620
P.Piquet000981	Fuel Pressure	50	0.0	const				34050
P.Piquet000981	Speed ECU	20	1.0	const				13620
