caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220801_171728.xrk	1696935	cab7252b922edea86d8797c135111d6a	AiM	xrk			20220801	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220514_150125.xrk	875154	38eb3eaa08c43001d48a14ade8fe39a2	AiM	xrk			20220514	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/16_Yamaha R3_Goiania_Treino Livre 3_a_0316.rrk	558144	0f8780d198eb38324541be0fb65490f3	AiM	rrk	Goiania	Yamaha R3		Treino Livre 3	Trabalho/Telemetria/Motos_2021-2024/20211127_101227_16 Alex Kaua_Practice 3.rrk
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_153635_Hugo.drk	378964	c9b09b532914d05d9d238a1891135b1e	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_135423_Nicolas.rrk	393472	f11a82f954c7edaa11655fd9cd7e107f	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Caua Rocha_Practice 1_20231006_112008.xrz	1692439	181e49299d0585aabe54aaf050d9961e	AiM	xrz			20231006	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220801_161843.xrk	1195565	dbcd1e92cd80481345f4eef9444bed68	AiM	xrk			20220801	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_135423_Nicolas.drk	523744	2b7e54b92e4aa8e8c22ff99080d98f31	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/24 facundo_Yamaha R3_Goiania_Treino Livre 3_a_0305.rrk	695680	bd3b519f8c3db6376a8e90e65456e14a	AiM	rrk	Goiania	Yamaha R3		Treino Livre 3	
Trabalho/Telemetria/Motos_2021-2024/22_YAMAHA R3_Goiania_Generic testing_a_0125.drk	662354	7e5b6df5485ee50f5b515c01b508c8ca	AiM	drk	Goiania	YAMAHA R3		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_143626_Nicolas.rrk	286592	bb941dd72dceb103956f24909b75e430	AiM	rrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_101631_Nicolas.xrk	1462548	d03f46c88d3f938bccaef485704ce013	AiM	xrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_140113_Nicolas.drk	597196	1b76959c108c8a2316e9404e277bb79c	AiM	drk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_125022_Nicolas.drk	593176	7b8d36d19c9887c3254fd5997c5eb339	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_101631_Nicolas.xrz	666847	d6ec1166f8cf6e3a471a117a0884abc3	AiM	xrz	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Erico 22_Generic testing_20220515_154002.xrz	457838	bb24f6163a055239afe05af6a4bb4d08	AiM	xrz			20220515	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/122_classificatorio_Goiania_Generic testing_a_0294.drk	828142	9d0bd8d35903ba19d5304326171fd94a	AiM	drk	Goiania	classificatorio		Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_100714_Nicolas.rrk	293632	560819cfd86d46ba859c9a6a3a8bbff3	AiM	rrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_2nd Race_20221127_104011.drk	544338	f9a79353a6a1f6532fd598c5db4c93c2	AiM	drk			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz_20210626_095849_Goiania_22 Yamaha R3_a_0129.drk	710778	6ec8545ae429fcc3f330b8cc702c84de	AiM	drk	Alex Schultz		20210626		
Trabalho/Telemetria/Motos_2021-2024/21HEBERT1TREINO_Goiania_Generic testing_a_0139.drk	787754	ced8340b5c233351d8cc8312ea5d1f52	AiM	drk	Generic testing	Goiania			
Trabalho/Telemetria/Motos_2021-2024/20211126_124338_Kaka Fumaca_Practice 1.drk	762794	fd66605c2c4289a31a00b2991884202f	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_101631_Nicolas.rrk	246784	1f5557584bb583d3cc47ba8cba5a5074	AiM	rrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/20211126_073556_Pierre Balducci_Practice 1.drk	1104092	194a4d00f59a994bf71aff341a4646ba	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/20211127_110812_16 Alex Kaua_Practice 3.drk	418258	8bdc1383524e88fc2176d980d15d120a	AiM	drk			20211127	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_154548.rrk	297088	1aa9bab1eeb6b29e01c59f52d046579a	AiM	rrk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_162518.drk	801118	ee6202641ad876f78401a89b47c2953b	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/caua rocha_practice 1_20231006_112008.xrk	3663516	28ca32c4fe3cc5d1ba2e536447bc9880	AiM	xrk			20231006	practice 1	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_160108_Raphael.rrk	204416	23529267232f08d94a918a4ab54d0576	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_140931_Nicolas.rrk	140608	49ce34e353d6e342ffc87ad4ed95de3b	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_121359_Alexandre.rrk	531776	417e62e3189ab37debcd7820ac096fdd	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_171115_Hugo.rrk	362432	f838775e05439d2cebce07f112ebcb7e	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Diego Moreira - 5_2nd Race_20221127_104059.xrz	228018	977d5074ea9e74d36da4ad1be104e72c	AiM	xrz			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_153635_Hugo.xrz	744940	747748c9d797fed4c8f3bc8e1166a2c7	AiM	xrz	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_152322_Nicolas.rrk	294016	7330dc82db48cb752ec5d2ffde274e78	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_140113_Nicolas.rrk	452096	aed4420c9002db1a017314c79ae87b82	AiM	rrk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_142427_Nicolas.rrk	372864	789e99938ac319a16b1c054a1f07099f	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_153635_Hugo.rrk	279040	02aad28797b7f3d3f3ee09e1a2ccecae	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_152321_Hugo.xrz	413715	c6cfc970c4b189a1c1ed14bf7ef3163c	AiM	xrz	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_1st Race_20221126_162418.drk	841386	409509c010eec11fede6bce878cb5d30	AiM	drk			20221126	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_123716_Hugo.rrk	342976	11e92cc83e4f75765f279582d9835287	AiM	rrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Enzo - 788_Warm-up_20221127_080110.xrk	3237257	dbb25a46bae6b87a0ae1ef3540ece858	AiM	xrk			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/alex schultz - 22_warm-up_20221127_084403.xrk	2341156	d6cb41bd99f3a339b2a045659719c0bb	AiM	xrk			20221127	warm-up	
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_Warm-up_20221127_084403.xrz	1075916	692708ed2dd096e67c863abcbacb38c7	AiM	xrz			20221127	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana - 47_2nd Race_20221127_104011.rrk	559360	e0a1eb6f4d35203ed9451513cc62ea3e	AiM	rrk			20221127	2nd Race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_140931_Nicolas.drk	205012	4abb96acefa36bea1ab232dc07c03d53	AiM	drk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_123716_Hugo.xrk	2027025	9d3fd40c954b215d90e1defd04d2b5f9	AiM	xrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/20211127_123933_Pedro Buffoni_Superpole.drk	822528	6763b52719ee9ade1c86564eadbbf31e	AiM	drk			20211127	Superpole	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_100714_Nicolas.xrz	791854	35710f541f2121ac49b5902f6b9eb03c	AiM	xrz	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_152317_Alexandre.drk	530980	072328c5ebe5a6cfe91b6f85f24b54ac	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_171115_Hugo.xrk	2140270	73e65674b59d8894b91aa8cdd74fffb4	AiM	xrk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_100714_Nicolas.drk	396652	b5930bcd0dc3542eadb1ca936b84ac7d	AiM	drk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_140931_Nicolas.xrz	378158	dbb3a6ee895a3d1e96bf5247ae08c678	AiM	xrz	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/goiania_20230919_140931_nicolas.xrk	838775	6ce9c0eb8ced7b6930e35c4cfb3f6c82	AiM	xrk	goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_140931_Nicolas.gpk	632544	76dae3ff85d69609a4ce929bbbcf83c4	AiM	gpk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Joao Fascineli_Warm-up_20211128_094546.drk	832152	0921c2057140c6451c7f464914484c8b	AiM	drk			20211128	Warm-up	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_152322_Nicolas.drk	397744	de15c1da368daad6738f350eb4e6f8bc	AiM	drk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_154428_Nicolas.rrk	292736	040ac1a2d219bc23392ede6e3a25910b	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230921_172502_Nicolas.drk	476020	97ff6fd79a8d2afe32dfa0be96cfd107	AiM	drk	Goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/Alex Schultz - 22_1st Race_20221126_162418.rrk	875520	8936767c9fa0d20a3f301b05d2cd20bd	AiM	rrk			20221126	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_145753_Nicolas.xrz	776810	7280e76194e8952d54a1ab074bf85953	AiM	xrz	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230919_163927_Hugo.rrk	422336	0ff1c2d49467215fd9f8981ea2f85568	AiM	rrk	Goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/diego moreira - 5_2nd race_20221127_104059.xrk	503207	fadb421ac4ba8be48ce91e72be096807	AiM	xrk			20221127	2nd race	
Trabalho/Telemetria/Motos_2021-2024/goiania_20230921_153635_hugo.xrk	1650032	b14ed0173a666ae9e45ba0ec8996a946	AiM	xrk	goiania		20230921		
Trabalho/Telemetria/Motos_2021-2024/goiania_20230923_100714_nicolas.xrk	1738628	e13c4150f3f18456f495c28f9901c8b8	AiM	xrk	goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/goiania_20230919_145753_nicolas.xrk	1719739	011c239e63dbbeaf478caf6cd10ccb9e	AiM	xrk	goiania		20230919		
Trabalho/Telemetria/Motos_2021-2024/goiania_20230923_152321_hugo.xrk	913554	ff1834fd1413dd8befcdda99bf242064	AiM	xrk	goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Hugo 651 _Kawasaki ZX-6_Curvelo_Practice 1_a_0281.xrk	1443350	690434b4e35115780bb130ad5113bbf1	AiM	xrk	Curvelo	Kawasaki ZX-6		Practice 1	
Trabalho/Telemetria/Motos_2021-2024/L Bresser_Generic testing_20220528_175315.xrz	793098	63b38b96054fe1e8199db45693510a98	AiM	xrz			20220528	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Andre Ulhoa_Generic testing_20220529_092113.drk	465004	2284688c31d464c918b813bb23eecd43	AiM	drk			20220529	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_143626_Nicolas.drk	387808	451e7379013c433a87e7a35d100acbe3	AiM	drk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162225.drk	992174	8af590050b79254eccb8feb60944b5c4	AiM	drk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162225.xrz	292642	7d95a447236be165dd83d0b1cb08ba4c	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162510.xrk	36135	fb549bbad5364ac051bf6d66217bac88	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20211218_120516.xrk	2957017	9640f5a54ec10144fd82a6370656d9b1	AiM	xrk			20211218	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162555.xrk	4604851	993ad3c52eaf06d7067e2c4b9112d39d	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20211219_145744.xrk	860135	88b5c4723575e4f2236bd4dae7e0abab	AiM	xrk			20211219	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Lucas Gutierrez_1st Race_20231007_170810.rrk	991040	f049bd8835896684612ced3961f79447	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162225.xrk	633692	0cf2a46dfbb275042a803882574cd1ef	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162159.rrk	1008320	e446e0b08faec464851753f8deeeb85a	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_171154.xrk	3240386	e7e1369a1d795b556cec2eb407ba8b24	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_162528.xrk	4416685	13292a341d16b74d7afc2b6821717e86	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_173513.xrk	172021	7416f9f454a5e305beffaf108821078b	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_170839.rrk	810880	323c4ef9b530241723e2f9b6c2baa3d6	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162555.xrz	2156292	8ec435fb4d73d7827a66f9bea3fd3b21	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_1st Race_20231007_162226.xrk	635474	120a9a4658b6dc09d637a6a1f76c664e	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Lucas Gutierrez_1st Race_20231007_170810.drk	950636	a5b639b6b0f2762237692d7c32b29ee0	AiM	drk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_170839.xrk	574237	eef72f85dbde85de61c04615eecb53fc	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_161121.xrz	309306	6150444ce2b15dbbfae87976b22b77da	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_1st Race_20231007_162543.xrk	4806364	ae747ca929df8a421a0c83ca2ff01c59	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162159.xrz	270973	d2f1feee78ec07de78be462cd3d12d69	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_162528.xrz	2055186	16ac22687b60780bf462093e2d95f398	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_161121.rrk	1114240	c27a81a9d437c45bec278f5274825456	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_113032.xrk	1453827	24ed6690970d814fb12a2992870fff02	AiM	xrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_173612.xrz	57432	8d424ac53291ceec438244d884e321eb	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Lucas Gutierrez_1st Race_20231007_170810.xrz	242737	93ea5b8ad7bc7cc7b76fe629b8df6400	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Qualifying_20231007_113040.drk	685808	a130911486a1c91e180b604df85a3254	AiM	drk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_1st Race_20231007_162214.xrk	631771	53ffdf5a2ea40361fd5d56286b535679	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/erico 22_generic testing_20211218_121529.xrk	100992	454e4e56222c8f55cf2627ee92da2ab4	AiM	xrk			20211218	generic testing	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_173612.xrk	129495	b6aa66ba1b23e5ddd18f9d9e062d3bdb	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Lucas Gutierrez_1st Race_20231007_170810.xrk	528814	744e9a9199cc6a7a72e8ecdcc6e76c96	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Qualifying_20231007_120838.gpk	3076800	a0799f7536caead8cbe4030a6b7b8449	AiM	gpk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Qualifying_20231007_120838.drk	883706	9799e608dd1ec54f61073a816ae6d116	AiM	drk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Practice 3_20231007_093130.drk	748682	cc61f6f550a3e42e786efb03eac9c9bf	AiM	drk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_1st Race_20231007_162214.rrk	1074880	c5370ccdb2bea2a8f021c93eba3258be	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_1st Race_20231007_162556.xrz	2121922	5acc1a2f587325cfa9d9fedd3ca296f4	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_1st Race_20231007_162225.rrk	1035136	c2c2442e190b31d982da7880e0d5ecc1	AiM	rrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_1st Race_20231007_162556.xrk	4563154	d1e4ff6ee98d91163772222b22904ae1	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_1st Race_20231007_162543.xrz	2237599	e47b7a7e8853a5c2adc6e44f298a5e34	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_161121.xrk	659745	152b3e2ca0d7efb057cfbc227f15835f	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162528.xrk	4490923	8d6c5c6b03e187fbb6f3bf03cb9ee888	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_113032.drk	651206	69ba19899cf30f7b7b794b8f61901d4e	AiM	drk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162159.xrk	582363	f42d67b99569cef1952ca28d8ac1f323	AiM	xrk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Goiania_20230923_143626_Nicolas.gpk	1289472	e213a8676e6ab693a0fa6ea877667a07	AiM	gpk	Goiania		20230923		
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162528.xrz	2086325	9b117fac122ecd96b02aac3ce5205dfe	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_113032.rrk	673536	d22a21486789aa8bee1e06740ca3d8d3	AiM	rrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_1st Race_20231007_162159.xrz	262159	8b4c0d475d3b666efba306af2f309ea3	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162159.drk	967780	29c5686b30619d667144711db6b988f1	AiM	drk			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_1st Race_20231007_162510.xrz	16011	577369449807b9a42b044d26c85db18b	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_1st Race_20231007_173513.xrz	76282	d4dccb6faefa93467f9509cdababc17b	AiM	xrz			20231007	1st Race	
Trabalho/Telemetria/Motos_2021-2024/Joao Fascineli_Practice 3_20231007_085229.drk	923580	07f2c827dd753a2b62798c03c2c07122	AiM	drk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Kauan Calgaroto_Yamaha R3_Curvelo_Practice 2_a_0638.xrk	1441709	e5f1e1d7bcf2f4747df257014b6ed889	AiM	xrk	Curvelo	Yamaha R3		Practice 2	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_Qualifying_20231007_113041.drk	531434	f107f8e45acad3334e1f0a19b54fd4f6	AiM	drk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Qualifying_20231007_113040.xrk	1031861	457dc938a128f42b1c82c69a82073dfc	AiM	xrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_113825.xrz	698486	d316b4b7a126f5e7042a12170bb8fc4e	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Italo Santana_Practice 3_20231007_093130.rrk	576320	1e0ed8b018ab4ddf589ae7c936df8e11	AiM	rrk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Viana_Qualifying_20231007_113041.xrz	1287693	5e100d14df1ffb1a4c955b173b31a8eb	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Joao Fascineli_Practice 3_20231007_085229.rrk	714752	00a92b5fc847efa99d897e8ae1ba2527	AiM	rrk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Qualifying_20231007_113102.rrk	661632	25667e8ccd4e62e4b1f176c643ff88d7	AiM	rrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Qualifying_20231007_114655.xrz	180764	444466227953cdac9ed771ab5905cdb1	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Yamaha R3_Curvelo_Practice 2_a_0443.drk	1179310	c61b7cedef539d4407e4a728e86502fa	AiM	drk	Curvelo	Yamaha R3		Practice 2	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_Qualifying_20231007_114842.xrk	144079	70b58b403b32a4ed8ed44aacdd4baa18	AiM	xrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_Qualifying_20231007_114842.xrz	65520	2302e00e4525c00523b68268db91680e	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/L Bresser_Generic testing_20220528_170800.xrk	1430217	dc89e660d527447ac4918f233e80388f	AiM	xrk			20220528	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Efrain Balladares 260_Practice 3_20231007_093055.2.rrk	1903040	e9cbfb98a33d2f9cb70b7ed41a17f712	AiM	rrk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_114634.xrk	450452	a26b8be37ccd816b9aab169c40f742f7	AiM	xrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Qualifying_20231007_114634.xrz	206977	a85e42e714277c4bc651e656aada7e29	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Practice 3_20231007_085326.drk	635580	ff00aa73926e1bf3ee059d6c3a7f1bc6	AiM	drk			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Qualifying_20231007_113102.drk	638276	dad9a855e615cd80a2c64b859beb1e36	AiM	drk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/L Bresser_Generic testing_20220528_170800.xrz	652727	816263d882e05524ea06fd894b4a1f99	AiM	xrz			20220528	Generic testing	
Trabalho/Telemetria/Motos_2021-2024/Gustavo Manso_Qualifying_20231007_113102.xrz	1547537	85345192625d0093b93650eb43b47f82	AiM	xrz			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Kaua Calgaroto_Qualifying_20231007_114905.xrk	155319	ff64c016dd081ede40532dec8211b962	AiM	xrk			20231007	Qualifying	
Trabalho/Telemetria/Motos_2021-2024/Jeronimo Gonzales_Practice 3_20231007_085212.xrz	1101397	b762f2f8133212009d87593e6721389c	AiM	xrz			20231007	Practice 3	
Trabalho/Telemetria/Motos_2021-2024/Enzo Calgaroto_Qualifying_20231007_113122.xrk	2899974	8b1da7e85bf5f13b0247ca071583b10e	AiM	xrk			20231007	Qualifying	
